"Código","Clave","Descripción","DUN-14 Inner","DUN-14 Master"
"55282","EX-F-318","Exhibidor con mezcladora F-318, Foset",17501206675387,27501206675384
"55505","EX-F-318-CR","Respaldo de inventario para exhibidor de mezcladora F-318",17506240604751,27506240604758
"55283","EX-F-318A","Exhibidor con mezcladora F-318A, Foset",17501206675394,27501206675391
"55506","EX-F-318A-CR","Respaldo de inventario para exhibidor de mezcladora F-318A",17506240604768,27506240604765
"55965","EX-F-318E","Exhibidor con mezcladora F-318E, Foset",17506240699337,27506240699334
"55589","EX-F-318I","Exhibidor con mezcladora F-318I, Foset",17506240614538,27506240614535
"55619","EX-F-318I-CR","Respaldo de inventario para exhibidor de mezcladora F-318I",17506240614835,27506240614832
"55479","EX-F-318P","Exhibidor con mezcladora F-318-P, Foset",17506240604379,27506240604376
"55507","EX-F-318P-CR","Respaldo de inventario para exhibidor de mezcladora F-318P",17506240604775,27506240604772
"55591","EX-F-319","Exhibidor con mezcladora F-319, Foset",17506240614552,27506240614559
"55621","EX-F-319-CR","Respaldo de inventario para exhibidor de mezcladora F-319",17506240614859,27506240614856
"55593","EX-F-319A","Exhibidor con mezcladora F-319A, Foset",17506240614576,27506240614573
"55623","EX-F-319A-CR","Respaldo de inventario para exhibidor de mezcladora F-319A",17506240614873,27506240614870
"55966","EX-F-319E","Exhibidor con mezcladora F-319E, Foset",17506240699344,27506240699341
"55590","EX-F-319I","Exhibidor con mezcladora F-319I, Foset",17506240614545,27506240614542
"55620","EX-F-319I-CR","Respaldo de inventario para exhibidor de mezcladora F-319I",17506240614842,27506240614849
"55592","EX-F-319P","Exhibidor con mezcladora F-319P, Foset",17506240614569,27506240614566
"55622","EX-F-319P-CR","Respaldo de inventario para exhibidor de mezcladora F-319P",17506240614866,27506240614863
"55287","EX-F-A-800","Exhibidor con juego de accesorios A-800, Foset",17501206675462,27501206675469
"55504","EX-F-A-800-CR","Respaldo de inventario para exh juego de acc para baño A800",17506240604744,27506240604741
"55460","EX-F-AQA-4000","Exhibidor con juego de accesorios AQA-4000, Foset",17501206689308,27501206689305
"55527","EX-F-AQA-4000-CR","Respaldo inventario para exh juego de acc para baño AQA-4000",17506240604973,27506240604970
"55459","EX-F-AQF-85","Exhibidor con mezcladora AQF-85, Foset",17501206689292,27501206689299
"55526","EX-F-AQF-85-CR","Respaldo de inventario para exhibidor de manerales AQF-85",17506240604966,27506240604963
"55600","EX-F-AQF-86","Exhibidor con mezcladora AQF-86, Foset",17506240614644,27506240614641
"55630","EX-F-AQF-86-CR","Respaldo de inventario para exhibidor de mezcladora AQF-86",17506240614941,27506240614948
"55588","EX-F-AQF-92","Exhibidor con mezcladora AQF-92, Foset",17506240614521,27506240614528
"55618","EX-F-AQF-92-CR","Respaldo de inventario para exhibidor de mezcladora AQF-92",17506240614828,27506240614825
"55458","EX-F-AQM-42","Exhibidor con monomando AQM-42, Foset",17501206689285,27501206689282
"55525","EX-F-AQM-42-CR","Respaldo de inventario para exhibidor de manerales AQM-42",17506240604959,27506240604956
"55467","EX-F-AQM-71","Exhibidor con monomando para regadera AQM-71, Foset",17501206689452,27501206689459
"55540","EX-F-AQM-71-CR","Respaldo de inventario para exhibidor de monomando AQM-71",17506240605109,27506240605106
"55325","EX-FIE","Exhibidor productos Fiero",17501206688271,27501206688278
"55446","EX-FIE-CR","Respaldo de inventario para exhibidor producto Fiero",17501206672157,27501206672154
"55960","EX-FIE-ROD","Exhibidor de rodajas Fiero",17506240697098,27506240697095
"55831","EX-FOS-DUO","Exhibidor con accesorios para WC DUO, Foset",17506240632624,27506240632621
"55575","EX-FOS-G2","Exhibidor de productos Foset, genérico",17506240613371,27506240613378
"55646","EX-FOS-G2-CR","Respaldo de inventario para exhibidor genérico Foset, #2",17506240615108,27506240615105
"55599","EX-FP-317","Exhibidor con mezcladora FP-317, Foset",17506240614637,27506240614634
"55629","EX-FP-317-CR","Respaldo de inventario para exhibidor de mezcladora FP-317",17506240614934,27506240614931
"55597","EX-FP-318","Exhibidor con mezcladora FP-318, Foset",17506240614613,27506240614610
"55627","EX-FP-318-CR","Respaldo de inventario para exhibidor de mezcladora F-318",17506240614910,27506240614917
"55572","EX-H-IND-CR","Respaldo de inventario para exhibidor máquinas EX-H-IND",17506240609596,27506240609593
"55792","EX-H-PRE2-CR","Respaldo de inventario para máquinas portátiles, Pretul 2",17506240632310,27506240632317
"55571","EX-H-PRO-CR","Respaldo de inventario para exhibidor máquinas EX-H-PRO",17506240609589,27506240609586
"55486","EX-HE-AC-CR","Respaldo de inventario para exhibidor Hermex de cerrajería",17506240604560,27506240604567
"56362","EX-HE-BI","Exhibidor con bisagras, Hermex",17506240603488,27506240603485
"55488","EX-HE-BI-CR","Respaldo de inventario para exhibidor Hermex de bisagras",17506240604584,27506240604581
"56361","EX-HE-CA","Exhibidor con candados, Hermex",17506240603471,27506240603478
"55487","EX-HE-CA-CR","Respaldo de inventario para exhibidor Hermex de candados",17506240604577,27506240604574
"57189","EX-HE-CLO","Exhibidor Hermex de accesorios para closet",17502309730324,27502309730321
"53001","EX-HE-JP1","Exhibidor con jaladeras y perillas, 1 tablero, Hermex",17506240634703,27506240634700
"53002","EX-HE-JP2","Exhibidor con jaladeras y perillas, 2 tableros, Hermex",17506240634710,27506240634717
"55877","EX-HE-JP2-CR","Respaldo de inventario, exhibidor de jaladeras y perrillas 2",17506240643316,27506240643313
"55878","EX-HE-JP3-CR","Respaldo de inventario, exhibidor de jaladeras y perrillas 3",17506240643323,27506240643320
"55490","EX-HE-LB-CR","Respaldo de inventario para exhibidor Hermex cerraduras LB",17506240604607,27506240604604
"56363","EX-HE-SB","Exhibidor con cerraduras, Hermex",17506240603495,27506240603492
"55489","EX-HE-SB-CR","Respaldo de inventario para exhibidor Hermex de cerraduras",17506240604591,27506240604598
"55981","EX-HER-GO","Exhibidor tipo góndola Hermex",17502309730690,27502309730697
"55952","EX-KIT-CFE","Tablero exhibidor de Kit CFE, Volteck",17506240677571,27506240677578
"51587","EX-LC-VK","Exhibidor línea clásica, Volteck",17506240645730,27506240645737
"55436","EX-LC-VK-CR","Respaldo de inventario para exhibidor línea Classic, Volteck",17501206671884,27501206671881
"51584","EX-LE-VK","Exhibidor línea económica, Volteck",17506240645709,27506240645706
"55439","EX-LE-VK-CR","Respaldo de inventario exhibidor línea Económica, Volteck",17501206672065,27501206672062
"51586","EX-LI-VK","Exhibidor línea italiana, Volteck",17506240645723,27506240645720
"55438","EX-LI-VK-CR","Respaldo de inventario para exhibidor línea Italiana, Voltec",17501206671907,27501206671904
"57063","EX-LIB-VK","Exhibidor línea italiana blanco Volteck",17502309735466,27502309735463
"55789","EX-LIM","Exhibidor con limas",17506240632280,27506240632287
"57062","EX-LIN-VK","Exhibidor línea italiana negro Volteck",17502309735459,27502309735456
"55543","EX-LL-F","Exhibidor con llave para fregadero LL-F, Foset",17506240605208,27506240605205
"55546","EX-LL-F-CR","Respaldo de inventario para exhibidor de llave LL-F, Foset",17506240605406,27506240605403
"51588","EX-LO-VK","Exhibidor de línea Oslo, Volteck",17506240645747,27506240645744
"51585","EX-LS-VK","Exhibidor línea standard, Volteck",17506240645716,27506240645713
"55437","EX-LS-VK-CR","Respaldo de inventario para exhibidor línea Standard, Voltec",17501206671891,27501206671898
"55291","EX-M-048","Exhibidor con mezcladora M-048, Foset",17501206675509,27501206675506
"55494","EX-M-048-A-CR","Respaldo de inventario para exhibidor de mezcladora M-048-A",17506240604645,27506240604642
"55493","EX-M-048-CR","Respaldo de inventario para exhibidor de mezcladora M-048",17506240604638,27506240604635
"55292","EX-M-048A","Exhibidor con mezcladora M-048A, Foset",17501206675806,27501206675803
"55605","EX-M-048C","Exhibidor con mezcladora M-048C, Foset",17506240614699,27506240614696
"55635","EX-M-048C-CR","Respaldo de inventario para exhibidor de mezcladora M-048C",17506240614996,27506240614993
"55584","EX-M-048I","Exhibidor con mezcladora M-048I, Foset",17506240614484,27506240614481
"55614","EX-M-048I-CR","Respaldo de inventario para exhibidor de mezcladora M-048I",17506240614781,27506240614788
"55451","EX-M-048P","Exhibidor con mezcladora M-048P, Foset",17501206689001,27501206689008
"55495","EX-M-048P-CR","Respaldo de inventario para exhibidor de mezcladora M-048P",17506240604652,27506240604659
"55293","EX-M-050","Exhibidor para mezcladora M-050, Foset",17501206675929,27501206675926
"55496","EX-M-050-CR","Respaldo de inventario para exhibidor de mezcladora M-050",17506240604669,27506240604666
"55455","EX-M-050A","Exhibidor con mezcladora M-050A, Foset",17501206689254,27501206689251
"55497","EX-M-050A-CR","Respaldo de inventario para exhibidor de mezcladora M-050A",17506240604676,27506240604673
"55636","EX-M-050C-CR","Respaldo de inventario para exhibidor de mezcladora M-050C",17506240615009,27506240615006
"55585","EX-M-050I","Exhibidor con mezcladora M-050I, Foset",17506240614491,27506240614498
"55615","EX-M-050I-CR","Respaldo de inventario para exhibidor de mezcladora M-050I",17506240614798,27506240614795
"55456","EX-M-050P","Exhibidor con mezcladora M-050P, Foset",17501206689261,27501206689268
"55498","EX-M-050P-CR","Respaldo de inventario para exhibidor de mezcladora M-050P",17506240604683,27506240604680
"55452","EX-M-060","Exhibidor con mezcladora M-060, Foset",17501206689223,27501206689220
"55499","EX-M-060-CR","Respaldo de inventario para exhibidor de mezcladora M-060",17506240604690,27506240604697
"55453","EX-M-060A","Exhibidor con mezcladora M-060A, Foset",17501206689230,27501206689237
"55500","EX-M-060A-CR","Respaldo de inventario para exhibidor de mezcladora M-060A",17506240604706,27506240604703
"55967","EX-M-060E","Exhibidor con mezcladora M-060E, Foset",17506240699351,27506240699358
"55586","EX-M-060I","Exhibidor con mezcladora M-060I, Foset",17506240614507,27506240614504
"55616","EX-M-060I-CR","Respaldo de inventario para exhibidor de mezcladora M-060I",17506240614804,27506240614801
"55454","EX-M-060P","Exhibidor con mezcladora M-060P, Foset",17501206689247,27501206689244
"55501","EX-M-060P-CR","Respaldo de inventario para exhibidor de mezcladora M-060P",17506240604713,27506240604710
"55297","EX-M-242-A","Exhibidor para llaves M-242-A, Foset",17501206675967,27501206675964
"55503","EX-M-242-A-CR","Respaldo de inventario para exhibidor de mezcladora M-242-A",17506240604737,27506240604734
"55576","EX-MAN-FOS2","Exhibidor de mangueras, Foset",17506240613388,27506240613385
"55647","EX-MAN-FOS2-CR","Respaldo de inventario para exhibidor de mangueras, Foset, #",17506240615115,27506240615112
"55480","EX-MM","Exhibidor con manerales para fregadero, Foset",17506240604386,27506240604383
"55509","EX-MM-CR","Respaldo de inventario para exhibidor de manerales Foset",17506240604799,27506240604796
"55595","EX-MP-048","Exhibidor con mezcladora MP-048, Foset",17506240614590,27506240614597
"55625","EX-MP-048-CR","Respaldo de inventario para exhibidor de mezcladora M-048",17506240614897,27506240614894
"55596","EX-MP-050","Exhibidor con mezcladora MP-050, Foset",17506240614606,27506240614603
"55626","EX-MP-050-CR","Respaldo de inventario para exhibidor de mezcladora M-050",17506240614903,27506240614900
"55598","EX-MP-060","Exhibidor con mezcladora MP-060, Foset",17506240614620,27506240614627
"55628","EX-MP-060-CR","Respaldo de inventario para exhibidor de mezcladora MP-060",17506240614927,27506240614924
"55733","EX-MP-420","Exhibidor con mezcladora MP-420, Foset",17506240631726,27506240631723
"55481","EX-MR","Exhibidor con manerales para regadera, Foset",17506240604393,27506240604390
"55515","EX-MR-CR","Respaldo de inventario para exhibidor de manerales regadera",17506240604850,27506240604857
"14502","EX-OROS","Extractor para engranes y orificios roscados, Truper",17501206619541,27501206619548
"14499","EX-P2-10","Extractor de poleas, 2 quijadas, 10', Truper",17501206655143,27501206655140
"14498","EX-P2-6","Extractor de poleas, 2 quijadas, 6', Truper",17501206655136,27501206655133
"14500","EX-P3","Extractor de poleas, 3 quijadas, 3', Truper",17501206640163,27501206640160
"14503","EX-P4","Extractor de poleas, 3 quijadas, 4', Truper",17501206640170,27501206640177
"14506","EX-P6","Extractor de poleas, 3 quijadas, 6', Truper",17501206640187,27501206640184
"14509","EX-P8","Extractor de poleas, 3 quijadas, 8', Truper",17501206640194,27501206640191
"14501","EX-PACA","Extractor de poleas, pata de cabra, Truper",17501206619534,27501206619531
"55793","EX-PI-AE","Exhibidor de piso Foset Aero",17506240632662,27506240632669
"55794","EX-PI-AQ","Exhibidor de piso Foset Aqua",17506240632686,27506240632683
"55795","EX-PI-BA","Exhibidor de piso Foset Basic",17506240632693,27506240632690
"55895","EX-PI-BAQ","Exhibidor de piso Foset Aqua Basic",17506240648618,27506240648615
"55945","EX-PI-BAQ-CR","Respaldo de inventario para EX-PI-BAQ",17506240666841,27506240666848
"55859","EX-PI-CONX","Exhibidor de piso para conexiones, Foset",17506240639289,27506240639286
"55796","EX-PI-EL","Exhibidor de piso Foset Element",17506240632709,27506240632706
"55983","EX-PI-LAMP","Exhibidor de piso de Lámparas Volteck",17502309730713,27502309730710
"55797","EX-PI-RI","Exhibidor de piso Foset Riviera",17506240632716,27506240632713
"55858","EX-PI-WCES","Exhibidor de piso para WC, Foset",17506240639272,27506240639279
"55474","EX-PIS-HER-CR","Respaldo de inventario para exhibidor de piso Hermex",17501206689858,27501206689855
"14513","EX-PIT-L","Extractor Pitman, alcance 54 mm, uso ligero, Truper",17501206683580,27501206683587
"14514","EX-PIT-P","Extractor Pitman, alcance 63 mm, uso pesado, Truper",17501206683597,27501206683594
"55959","EX-PRE-RD","Exhibidor de ruedas para diablo Pretul",17506240697081,27506240697088
"55943","EX-PVC-FOS","Exhibidor de conexiones de PVC hidráulico, cédula 40",17506240660504,27506240660501
"55457","EX-R-007","Exhibidor con regadera R-007, Foset",17501206689278,27501206689275
"55512","EX-R-007-CR","Respaldo de inventario para exhibidor de regadera R-007",17506240604829,27506240604826
"55802","EX-R-008","Exhibidor de regadera con extensión tipo teléfono, Aqua",17506240632389,27506240632386
"55541","EX-R-200-CR","Respaldo de inventario para exhibidor de regadera R-200",17506240605116,27506240605113
"55641","EX-R-204-CR","Respaldo de inventario para exhibidor de regadera R-204",17506240615054,27506240615051
"55640","EX-R-206-CR","Respaldo de inventario para exhibidor de regadera R-206",17506240615047,27506240615044
"55639","EX-R-208-CR","Respaldo de inventario para exhibidor de regadera R-208",17506240615030,27506240615037
"55939","EX-R-401","Exhibidor con Regadera R-401, Foset",17506240654657,27506240654654
"55940","EX-R-402","Exhibidor con Regadera R-402, Foset",17506240654664,27506240654661
"55580","EX-R-500-2","Exhibidor con regadera R-500, Foset",17506240613425,27506240613422
"55642","EX-R-500-2-CR","Respaldo de inventario para exhibidor de regadera R-500, #2",17506240615061,27506240615068
"55708","EX-R-501","Exhibidor con regadera R-501, Foset",17506240620959,27506240620956
"55868","EX-R-501-CR","Respaldo de inventario para exhibidor de regadera R-501",17506240643224,27506240643221
"55941","EX-R-502","Exhibidor con Regadera R-502, Foset",17506240654671,27506240654678
"55643","EX-R-503-2-CR","Respaldo de inventario para exhibidor de regadera R-503, #2",17506240615078,27506240615075
"55707","EX-R-504","Exhibidor con regadera R-504, Foset",17506240620942,27506240620949
"55867","EX-R-504-CR","Respaldo de inventario para exhibidor de regadera R-504",17506240643217,27506240643214
"55529","EX-R-505-CR","Respaldo de inventario para exhibidor de regadera R-505",17506240604997,27506240604994
"55704","EX-R-506","Exhibidor con regadera R-506, Foset",17506240620911,27506240620918
"55865","EX-R-506-CR","Respaldo de inventario para exhibidor de regadera R-506",17506240643194,27506240643191
"55705","EX-R-507","Exhibidor con regadera R-507, Foset",17506240620928,27506240620925
"55866","EX-R-507-CR","Respaldo de inventario para exhibidor de regadera R-507",17506240643200,27506240643207
"55601","EX-R-508","Exhibidor con regadera R-508, Foset",17506240614651,27506240614658
"55631","EX-R-508-CR","Respaldo de inventario para exhibidor de regadera R-508",17506240614958,27506240614955
"55602","EX-R-509","Exhibidor con regadera R-509, Foset",17506240614668,27506240614665
